"CO_UF_RESIDENCIA","SG_UF_RESIDENCIA","NU_IDADE","TP_SEXO","TP_NACIONALIDADE","TP_ST_CONCLUSAO","TP_ANO_CONCLUIU","TP_ESCOLA","IN_TREINEIRO","IN_BAIXA_VISAO","IN_CEGUEIRA","IN_SURDEZ","IN_DISLEXIA","IN_DISCALCULIA","IN_SABATISTA","IN_GESTANTE","IN_IDOSO","TP_PRESENCA_CN","TP_PRESENCA_CH","TP_PRESENCA_LC","CO_PROVA_CN","CO_PROVA_LC","CO_PROVA_MT","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","TP_STATUS_REDACAO","NU_NOTA_COMP1","NU_NOTA_COMP2","NU_NOTA_COMP3","NU_NOTA_COMP4","NU_NOTA_COMP5","NU_NOTA_REDACAO","Q001","Q002","Q006","Q024","Q025","Q026","Q027","Q047","regioes","idade2"
26,16,48,1,1,1,7,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,386.2,516,475.1,1,120,120,140,120,120,620,4,3,3,1,2,3,7,1,2,96
31,11,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,1,8,564.6,578,596.1,1,140,100,120,120,120,600,5,4,3,2,2,2,5,1,4,34
33,19,22,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,370.7,494.5,465.5,1,120,100,120,140,80,560,5,5,2,2,2,3,4,2,4,44
33,19,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,431.1,607.7,508.4,1,120,120,120,120,120,600,8,7,3,2,2,1,1,1,4,34
11,21,19,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,586.7,544.6,497.8,1,120,40,60,100,60,380,2,5,7,2,2,1,1,1,3,38
23,6,17,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,6,7,390.9,385.6,450.7,1,100,100,100,80,100,480,2,2,2,1,1,1,1,1,2,34
35,26,16,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,6,7,457.5,602,580.5,1,140,120,100,120,100,580,5,5,6,3,2,1,1,1,4,32
11,21,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,416.9,406.9,424.5,1,100,100,100,100,60,460,8,2,2,1,1,2,6,1,3,36
41,18,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,459.7,500.1,570.6,1,120,120,100,120,100,560,8,2,2,2,2,1,1,1,5,36
29,5,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,2,9,499.4,506.5,455.7,1,100,120,100,80,100,500,2,2,2,1,1,1,1,1,2,34
26,16,20,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,383.6,560.6,496,1,120,120,120,80,120,560,5,3,3,2,2,1,1,1,2,40
52,9,19,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,399.9,456.2,433.6,1,100,80,80,100,0,360,2,5,2,1,1,1,1,1,1,38
41,18,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,6,4,5,496.5,628.2,559.2,1,160,120,120,160,60,620,5,3,3,2,2,1,1,1,5,34
33,19,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,495.4,596,539.2,1,120,120,120,120,120,600,3,8,2,1,1,1,1,2,4,36
16,4,23,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,449.3,381.5,453.2,1,120,100,120,100,60,500,1,2,2,1,1,1,1,1,3,46
35,26,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,443.9,543.9,538.8,1,100,120,80,80,60,440,6,5,3,1,1,2,3,1,4,34
29,5,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,9,5,6,488,585.3,499.9,1,120,120,120,120,80,560,3,5,3,2,2,2,3,1,2,36
27,2,46,1,1,1,8,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,429.5,607.4,594.4,1,120,120,140,120,160,660,1,1,1,2,2,2,2,1,2,92
23,6,19,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,578,573.2,502.3,1,120,120,120,120,40,520,3,2,2,1,1,1,1,1,2,38
28,25,41,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,448.4,362.7,396.4,1,100,120,100,80,80,480,8,2,2,1,1,1,1,1,2,82
15,14,24,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,441.8,498.2,405.1,1,100,120,100,80,20,420,2,2,3,1,1,3,8,1,3,48
23,6,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,2,9,566.8,619.3,617.5,1,120,160,160,180,120,740,2,3,2,1,1,1,1,1,2,32
23,6,20,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,415,521.6,542.9,4,0,0,0,0,0,0,2,3,2,2,1,1,1,1,2,40
29,5,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,391,368,354.9,1,120,120,120,100,40,500,8,8,2,2,2,1,1,1,2,36
35,26,21,2,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,463.2,559.9,511.5,1,160,160,120,120,40,600,3,8,2,2,2,2,4,1,4,42
51,13,17,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,561.2,544.4,424.9,1,160,200,160,180,180,880,7,6,12,2,2,1,1,5,1,34
35,26,20,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,535.7,645.6,625.8,1,120,140,120,120,100,600,1,2,3,3,2,1,1,1,4,40
24,20,20,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,385.2,625.7,539.9,1,80,100,120,120,80,500,4,5,3,1,2,1,1,1,2,40
35,26,18,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,633.9,700,645.7,1,180,200,200,200,180,960,7,6,7,2,2,1,1,4,4,36
31,11,33,1,1,1,9,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,391.1,434.7,432.5,1,120,80,80,100,20,400,4,2,3,2,2,2,8,1,4,66
33,19,17,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,2,9,405.2,464.3,451.5,1,120,120,120,100,20,480,4,4,3,2,2,1,1,1,4,34
52,9,21,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,3,8,2,402.2,393.8,466.7,1,100,120,80,100,60,460,8,2,2,1,2,3,7,1,1,42
25,15,26,2,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,491.4,591.2,554.3,1,120,120,120,120,80,560,6,5,4,2,2,2,8,1,2,52
52,9,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,560.5,591,603.8,1,120,120,120,120,140,620,3,6,3,2,2,1,1,1,1,38
15,14,24,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,399.6,526.8,410.9,9,0,0,0,0,0,0,2,2,2,1,1,2,9,1,3,48
35,26,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,7,4,427.1,344.6,359.9,4,0,0,0,0,0,0,1,2,2,1,1,1,1,1,4,34
43,23,18,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,519.2,597.6,510.4,1,120,120,100,120,40,500,7,7,10,2,2,1,1,4,5,36
25,15,24,2,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,387,478.8,464.9,1,100,120,100,100,20,440,2,2,2,1,1,1,1,1,2,48
41,18,18,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,575.8,624.7,511.1,1,160,160,140,160,120,740,6,5,15,4,2,1,1,4,5,36
23,6,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,418.2,405.3,490.9,1,120,80,100,120,100,520,4,4,6,1,2,2,5,1,2,34
51,13,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,381.2,525.9,430.5,1,140,120,120,120,60,560,2,5,4,1,2,1,1,1,1,36
23,6,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,423.1,577.1,656.2,1,160,140,140,160,160,760,4,4,2,1,2,1,1,1,2,34
23,6,25,2,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,565.3,644,624.5,1,120,100,100,120,60,500,6,5,2,3,2,3,6,5,2,50
51,13,20,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,425.9,576.9,522.8,1,120,120,100,160,100,600,2,2,3,1,1,1,1,1,1,40
41,18,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,388.8,577.1,562.5,1,120,140,120,140,40,560,5,6,6,2,2,3,5,1,5,34
26,16,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,438.6,492.9,499.5,1,120,120,120,120,100,580,1,2,1,2,2,1,1,1,2,34
15,14,18,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,474.2,578.7,480,1,140,140,140,140,80,640,4,5,5,2,1,1,1,5,3,36
21,10,23,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,485.4,571.8,546.5,1,120,120,100,100,20,460,5,5,4,1,1,1,1,1,2,46
35,26,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,554.1,553.8,530.9,1,120,120,120,120,120,600,4,5,7,2,2,1,1,1,4,34
27,2,21,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,510.7,541.1,549.7,1,100,120,80,120,40,460,2,2,1,2,2,1,1,1,2,42
29,5,19,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,510.6,411.1,390.9,1,80,80,80,80,80,400,2,2,2,1,1,1,1,1,2,38
52,9,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,9,1,383.1,567.4,463.7,1,100,120,100,120,40,480,1,2,2,2,1,2,4,1,1,34
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,422.4,525.3,466.2,1,120,100,120,120,40,500,4,8,3,2,1,1,1,1,4,34
43,23,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,438.8,545,562.4,1,120,120,120,140,60,560,5,5,4,2,2,1,1,1,5,34
35,26,18,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,566.8,631.4,534.9,1,160,120,120,120,80,600,6,6,10,4,2,1,1,4,4,36
27,2,23,2,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,426.2,496,547.4,1,120,120,120,100,40,500,4,1,2,1,1,3,8,4,2,46
26,16,20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,651.5,653.1,652.2,1,140,180,160,200,200,880,4,7,5,2,2,1,1,1,2,40
22,17,16,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,2,9,500.6,592.4,426.8,1,120,120,120,140,120,620,4,7,3,2,1,1,1,1,2,32
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,484.6,488.2,516.6,1,120,80,100,120,60,480,2,3,3,2,2,1,1,1,4,34
29,5,17,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,2,9,461.3,445.1,358.1,1,80,80,80,80,60,380,3,3,1,1,1,2,4,1,2,34
35,26,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,6,7,632,626,608.7,1,160,200,200,200,160,920,6,4,7,2,2,1,1,5,4,32
35,26,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,610.9,659.4,603.9,1,160,160,180,180,200,880,6,5,9,2,2,1,1,5,4,38
17,27,16,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,542.8,515.4,459.7,1,140,120,120,120,60,560,5,5,7,4,2,3,3,4,3,32
35,26,22,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,445.8,469.7,516.4,1,120,120,100,100,40,480,3,5,3,1,1,2,7,1,4,44
23,6,24,2,1,1,7,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,507.5,606.6,587.4,1,120,120,80,120,40,480,3,7,6,2,2,2,3,1,2,48
29,5,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,6,7,438.4,456.8,489.8,1,140,120,120,120,100,600,3,3,1,2,2,1,1,1,2,34
35,26,17,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,613.9,641,648.2,1,140,140,100,120,100,600,5,5,6,2,2,1,1,2,4,34
41,18,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,3,4,5,560.8,548.6,512.2,1,120,100,100,120,120,560,5,6,5,2,1,1,1,4,5,32
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,451.4,511,559.9,1,120,120,120,120,100,580,5,5,3,2,2,1,1,1,4,34
26,16,22,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,564.8,594.4,605.5,1,120,120,120,120,120,600,5,5,3,1,1,3,6,1,2,44
33,19,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,410.8,530.3,424.9,1,120,100,120,120,60,520,2,4,3,1,2,1,1,1,4,36
35,26,18,2,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,7,6,7,582.6,581.3,606.5,1,120,140,120,120,120,620,4,5,1,1,2,1,1,1,4,36
32,8,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,478.5,530.9,526.6,1,120,120,100,120,60,520,5,3,5,2,1,1,1,1,4,34
15,14,47,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,475,435.1,455.3,1,120,120,100,120,40,500,3,3,3,1,1,3,2,1,3,94
50,12,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,380.2,466.1,417,1,140,120,120,140,60,580,4,5,2,2,2,1,1,1,1,34
29,5,18,1,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,598.8,587.9,537.9,1,140,120,120,140,100,620,7,5,7,2,2,1,1,1,2,36
33,19,20,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,477.9,528.4,511.8,1,120,120,140,100,100,580,5,6,4,2,2,1,1,1,4,40
26,16,22,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,422.3,514.3,482.1,1,120,120,120,120,80,560,2,1,2,1,1,1,1,1,2,44
25,15,22,2,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,583.1,581.5,562.2,1,120,120,120,120,40,520,5,4,3,2,2,1,1,1,2,44
51,13,17,1,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,444.9,562.4,543.4,1,120,120,120,120,100,580,8,5,3,1,2,1,1,1,1,34
35,26,22,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,405,554.9,516.8,1,120,120,100,120,140,600,2,3,7,2,1,3,4,1,4,44
29,5,38,2,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,395.5,425.4,401.6,1,40,40,40,20,20,160,3,3,3,1,2,1,1,1,2,76
13,3,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,413,509.7,505.3,1,100,120,80,80,0,380,4,6,2,1,2,1,1,1,3,38
31,11,20,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,434.8,561.3,553.6,1,120,120,100,120,40,500,2,3,5,2,2,2,2,1,4,40
33,19,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,416.5,592.5,469.5,1,140,120,120,120,40,540,3,3,2,2,1,1,1,1,4,36
31,11,17,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,8,380.5,558.8,585.2,1,120,120,100,100,60,500,5,6,4,3,2,2,5,1,4,34
23,6,28,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,423.5,454.5,475.8,1,80,80,60,60,40,320,8,8,2,1,1,1,1,1,2,56
17,27,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,430.2,397.4,464.6,1,120,80,80,100,40,420,1,2,2,1,1,1,1,1,3,34
21,10,21,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,452.4,574.4,576.4,1,160,160,160,180,140,800,2,5,2,1,1,2,6,1,2,42
23,6,23,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,418.6,413.8,423.3,1,60,80,80,80,0,300,1,1,2,1,1,1,1,1,2,46
23,6,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,578.4,580.2,588.2,1,160,160,160,160,80,720,7,7,4,2,2,1,1,1,2,36
27,2,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,9,8,2,575.9,661.9,559.7,1,160,120,120,120,120,640,5,5,5,2,2,1,1,1,2,36
43,23,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,469.2,447,461.7,1,120,80,80,100,40,420,3,4,7,2,2,3,4,1,5,36
29,5,49,1,2,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,531,429.3,493.2,1,140,140,100,100,20,500,3,2,4,2,2,3,4,1,2,98
41,18,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,430.2,528.7,540.6,1,100,100,120,120,100,540,7,5,3,1,1,1,1,1,5,34
26,16,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,444.5,530.3,506.8,1,120,100,80,100,100,500,2,7,5,2,2,2,7,1,2,38
28,25,22,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,478.6,507.3,465.3,1,100,80,80,100,40,400,8,8,2,1,1,1,1,1,2,44
23,6,19,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,500.9,532.6,422.1,1,120,120,100,120,80,540,4,4,3,1,1,1,1,1,2,38
35,26,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,587.1,621.4,604.6,1,100,120,120,80,100,520,3,5,3,1,2,1,1,1,4,36
31,11,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,510.9,565.3,531,1,120,100,100,80,40,440,4,5,4,2,1,2,3,1,4,34
42,24,22,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,381.5,551.2,499.2,1,140,40,80,120,60,440,2,3,2,1,1,3,5,1,5,44
42,24,30,2,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,394.1,539,439.4,1,120,80,100,80,60,440,2,3,2,1,1,2,7,1,5,60
42,24,22,2,2,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,464.2,573,529.5,1,120,120,120,120,80,560,8,3,5,1,1,3,2,2,5,44
31,11,21,1,2,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,602,517.2,553.7,1,160,160,200,200,120,840,3,5,3,1,2,2,5,1,4,42
15,14,31,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,421.3,489.8,535.9,1,120,120,100,120,80,540,2,2,2,1,1,1,1,1,3,62
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,462,501.8,560.8,1,100,100,80,120,60,460,3,5,3,2,2,1,1,1,4,34
23,6,17,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,8,394.1,455.6,501.5,1,120,100,100,120,60,500,4,3,2,1,1,1,1,1,2,34
24,20,21,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,530.8,587.3,583.7,1,120,140,120,140,60,580,4,3,3,2,2,2,9,1,2,42
31,11,20,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,664.6,559.6,600.7,1,120,160,160,160,160,760,5,7,15,5,2,1,1,4,4,40
29,5,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,439.3,471.3,475.4,1,120,120,100,100,100,540,2,2,2,1,1,1,1,1,2,36
25,15,27,2,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,400.1,524.6,547,1,120,100,80,40,20,360,1,1,3,2,2,3,7,1,2,54
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,414.9,536.3,522,1,100,100,60,80,40,380,4,4,3,1,1,2,3,1,4,34
32,8,23,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,563.5,648.8,639.2,1,160,160,120,140,120,700,5,7,12,2,2,1,1,2,4,46
33,19,49,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,417.9,489.8,446,1,120,60,60,100,20,360,1,2,3,1,1,2,14,1,4,98
23,6,17,1,2,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,570.9,566.8,583.1,1,160,120,120,120,80,600,5,5,7,2,2,2,4,4,2,34
53,7,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,2,9,594.3,668.3,650.2,1,140,160,140,160,60,660,6,7,17,2,2,1,1,4,1,34
28,25,22,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,384.4,512.2,539.4,1,120,120,120,120,40,520,5,5,3,1,1,2,4,1,2,44
41,18,40,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,545.5,578.5,580.2,1,120,120,120,120,120,600,2,6,7,2,2,3,7,1,5,80
21,10,24,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,405,516.7,476.7,1,160,180,180,160,140,820,2,2,2,2,2,1,1,1,2,48
33,19,21,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,464.6,498,574.6,1,120,120,80,120,60,500,3,8,2,1,1,2,7,1,4,42
15,14,19,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,462.1,601.8,498.3,1,120,120,80,80,40,440,5,5,6,2,2,1,1,1,3,38
23,6,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,458.7,486.2,493.7,1,160,160,120,160,160,760,5,5,5,2,2,1,1,4,2,34
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,419.4,439.3,494.9,1,140,100,100,100,80,520,5,3,3,2,2,1,1,1,4,34
31,11,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,437.3,519.3,476.9,1,120,120,100,140,40,520,4,5,3,2,2,1,1,1,4,36
35,26,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,412.6,419,378.3,1,160,120,120,120,40,560,4,4,3,1,2,2,3,1,4,34
23,6,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,502.4,524.2,526.5,1,140,140,120,120,120,640,2,5,2,1,1,1,1,1,2,34
13,3,29,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,420.5,558.5,554,1,160,140,140,160,140,740,1,2,3,1,1,3,1,1,3,58
13,3,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,419.7,518.3,526.8,1,140,160,140,140,160,740,7,5,3,2,1,1,1,1,3,36
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,442.7,558.4,518.2,1,120,80,80,80,40,400,2,2,7,3,2,1,1,1,4,34
29,5,21,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,512,510.5,460.6,1,120,120,120,120,80,560,4,5,7,2,2,3,8,1,2,42
35,26,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,386.5,564.8,508.8,1,140,120,120,120,60,560,3,5,6,2,2,1,1,1,4,36
41,18,19,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,368.5,398.4,399.1,1,80,100,80,80,60,400,8,2,3,1,1,2,5,1,5,38
23,6,19,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,498.3,547.3,540.7,1,140,120,120,120,40,540,2,5,2,2,1,1,1,1,2,38
43,23,25,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,499.7,517.1,448.6,1,120,80,80,80,80,440,4,4,3,1,1,3,7,1,5,50
35,26,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,640.6,654.9,593.4,1,140,120,140,140,140,680,7,6,16,4,2,1,1,4,4,34
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,391.1,573.7,595.5,1,120,120,100,100,120,560,2,5,2,3,2,2,5,1,4,34
12,1,29,2,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,482.5,593.4,575.6,1,120,100,120,120,140,600,3,3,6,2,1,3,7,1,3,58
31,11,25,2,1,1,8,1,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,381.1,488.1,447.2,1,140,120,100,120,120,600,2,2,4,2,2,3,7,1,4,50
35,26,37,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,552.4,613.2,572,1,140,120,140,120,40,560,6,5,7,2,2,2,4,1,4,74
25,15,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,499.2,479.8,449.1,1,100,80,80,80,40,380,2,2,2,1,1,1,1,1,2,36
35,26,20,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,577.3,591.2,605.7,1,140,120,120,120,100,600,5,5,1,3,2,1,1,4,4,40
26,16,20,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,463.7,394.8,471.8,1,120,120,100,120,80,540,2,2,2,1,1,2,9,1,2,40
23,6,16,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,8,461.6,541.6,461.6,1,120,100,80,100,80,480,5,4,2,1,1,1,1,1,2,32
26,16,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,397.5,399.8,407.6,1,120,120,100,120,60,520,4,5,2,1,1,1,1,1,2,38
35,26,17,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,8,527.8,604.1,617.8,1,160,120,120,160,80,640,6,6,16,2,2,1,1,4,4,34
35,26,37,2,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,415.3,441,405.4,1,80,80,80,80,20,340,1,2,3,2,2,3,4,1,4,74
21,10,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,8,449.4,470.8,390.8,1,80,80,80,80,40,360,4,5,2,1,1,1,1,1,2,32
41,18,26,2,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,419.8,513.7,434.1,1,80,120,120,120,40,480,8,4,4,1,1,3,3,1,5,52
